corpus: preloaded/doaj_en
subcorpus: -
size: 10000
query: Query:[word="we"] []? [word="aimed|wanted"] [word="to"] [tag="VV"], Random sample:10000
PLoS ONE | <s> In our study, we aimed to synthesize biofunctionalized electrospun PLGA-PEG nanofiber scaffolds and test their compatibility for the proliferation and differentiation of iNSCs in vitro. </s> 
PLoS ONE | <s> In this study we aimed to investigate the role of a novel CDC25A transcriptional variant, CDC25AQ110del, on the regulation of the CDC25A protein, and its impact on prognosis of NSCLC patients. </s> 
PLoS ONE | <s> Because the high efficacy of CRP is only observed in the presence of inflammation, we aimed to elucidate the mechanisms involved in the CRP anti-nociceptive effect induced by inflammation. </s> 
PLoS ONE | <s> Based on our in vivo findings, we next wanted to determine the effect of CRP on opioid receptor activation in PGE2-sensitized DRG cells isolated from naı̈ve animals. </s> 
International Journal on Computer Science and Engineering | <s> The image objects are characterized with suitable features parameters according to the classes we wanted to extract . </s> 
International Review of Research in Open and Distance Learning | <s> In this project we wanted to use flash for producing assignments mainly in the form of multiple choice and drag-and-drop. </s> 
Pythagoras | <s> The intention in the pilot club was to assess a number of aspects but we specifically wanted to evaluate the design process, the data collection instruments, the club size and promoted activities. </s> 
PLoS ONE | <s> Next, we aimed to identify the potential target(s) of RavA-ViaA activity. </s> 
Foods | <s> Since resistance to digestion is a classic characteristic of food allergens, we wanted to determine if different thermal processes induced different modifications of the peanut allergens, altering their stability against digestive enzymes within the context of other peanut proteins or if purified from thermally processed peanuts. </s> 
PLoS ONE | <s> L. radiata Compounds Slightly Reduced the Levels of Ab in Transgenic C. elegans CL4176 Since the paralysis and the subsequent death of CL4176 are caused by the Ab toxicity, naturally we wanted to examine if our Lycoris compounds would have any direct effect on the expression of Ab̃Transgenic C. elegans CL4176 expresses Ab in the worm muscle cells [19]. </s> 
PLoS Neglected Tropical Diseases | <s> Loss of Ufsp expression results in reduced parasite growth in vitro, ex vivo and in vivo We have previously shown that Ufm1-deficient L. donovani parasites show defects in fatty acid metabolism in the amastigote stage of the parasite and since the fatty acid metabolism is necessary for energy generation, we wanted to analyze what effect loss of Ufm1 processing in the Ufsp2/2 mutants have on growth in vitro as well as ex vivo in human macrophages. </s> 
PLoS ONE | <s> Because we wanted to calculate values that were representative for the entire dataset, we estimated the number of true positive (TP*), false positive (FP*), and false negative (FN*) for the undefined orthogroups by multiplying the number of TP, FP, and FN calculated from the defined groups with the ratio of the number of undefined genes on the number of defined genes (Figure 2 and Text S1). </s> 
International Journal of COPD | <s> In this study we aimed to assess the serum levels of TNF-a in healthy heavy smokers and nonsmokers, and to find a correlation between TNF-a serum level and quantity of smoking. </s> 
PLoS ONE | <s> Considering the increased burden of type 2 diabetes mellitus (T2DM) on ACS [12] and its potential sex difference in its distribution and effects on ACS, we aimed to explore the occurrence of ACS and ACS-related mortality in a hospital-based cohort of Chinese patients with T2DM. </s> 
International Journal of Interactive Multimedia and Artificial Intelligence | <s> More precisely, we aimed to generate maps for the RTS game Planet Wars, focusing on the properties that a priori make it entertaining and appealing to play, ensuring that the games are balanced (i.e., the forces of one of the players are not overwhelmingly larger than those of the other player – see [19]) and dynamic (i.e., action packed, there are battles and changes in the balance of power of the players – see [21]) For this purpose we are going to use evolutionary algorithms (EAs). </s> 
PLoS ONE | <s> Finally, we wanted to investigate whether C/EBPa was responsible for the formation of PD-1+ CD4+ T cells as suggested by Shimatani et al., and therefore analyzed if loss of C/EBPa affected the ontogeny of PD-1+ CD4+ T cells. </s> 
International Journal of Nanomedicine | <s> We recently reported that treatment of titanium specimens in 10 M aqueous NaOH solution and atmospheric pressure for 24 hours yielded titania nanosheet (TNS).30 The nanotopography of nanonetwork structures with TNS nanofeatures is affected by temperature, treatment time, and alkaline concentration. 20,31–33 The objectives of the present study were twofold: first, we aimed to investigate the changes in TNS, such as roughness, wettability, and surface structure induced by various alkaline concentrations (2.5, 5.0, 7.5, 10.0, and 12.5 M), and second, we aimed to evaluate the influence of such modified nanonetwork structures with TNS nanofeatures, with different alkaline concentrations, on the osteogenic differentiation of rat BMMSCs. </s> 
International Journal of Nanomedicine | treatment of titanium specimens in 10 M aqueous NaOH solution and atmospheric pressure for 24 hours yielded titania nanosheet (TNS).30 The nanotopography of nanonetwork structures with TNS nanofeatures is affected by temperature, treatment time, and alkaline concentration. 20,31–33 The objectives of the present study were twofold: first, we aimed to investigate the changes in TNS, such as roughness, wettability, and surface structure induced by various alkaline concentrations (2.5, 5.0, 7.5, 10.0, and 12.5 M), and second, we aimed to evaluate the influence of such modified nanonetwork structures with TNS nanofeatures, with different alkaline concentrations, on the osteogenic differentiation of rat BMMSCs. </s> 
PLoS ONE | <s> Based on this characteristic feature, we aimed to study the relative membrane orientation of the eGFP and myc-tag within hCLN3-eGFP11-myc clones. </s> 
PLoS ONE | <s> In this study, we aimed to investigate the different influences of various single salts (NaCl, Na2SO4, NaHCO3, Na2CO3) and their mixed salts on halophyte Chloris. virgata from the DNA methylation prospective, and discover the underlying relationships between specific DNA methylation variations and specific cations/anions through the methylation-sensitive amplification polymorphism analysis. </s> 
Iranian Journal of Microbiology | <s> In this study, we aimed to develop a FLASHPCR system as a rapid and sensitive method for the detection and identification of MTB. </s> 
